z_center,z_width,pt_center,pt_width,cos_center,cos_width,nsig,nsig_err,nsig_err2,bin_index
0.48,0.04,1.3092,0.1725,-0.9,0.1,1541.1743,50.2191,50.2191,370
0.48,0.04,1.3092,0.1725,-0.7,0.1,1425.1185,49.4404,49.4404,371
0.48,0.04,1.3092,0.1725,-0.5,0.1,1293.186,47.0586,47.0586,372
0.48,0.04,1.3092,0.1725,-0.3,0.1,1187.9577,45.5756,45.5756,373
0.48,0.04,1.3092,0.1725,-0.1,0.1,1221.4357,46.5451,46.5451,374
0.48,0.04,1.3092,0.1725,0.1,0.1,1258.6004,46.5886,46.5886,375
0.48,0.04,1.3092,0.1725,0.3,0.1,1150.7277,46.2665,46.2665,376
0.48,0.04,1.3092,0.1725,0.5,0.1,1416.4227,49.7082,49.7082,377
0.48,0.04,1.3092,0.1725,0.7,0.1,1290.5364,46.9389,46.9389,378
0.48,0.04,1.3092,0.1725,0.9,0.1,1583.6207,50.9499,50.9499,379
0.48,0.04,1.7041,0.2224,-0.9,0.1,597.2849,31.4537,31.4537,380
0.48,0.04,1.7041,0.2224,-0.7,0.1,598.2024,30.7695,30.7695,381
0.48,0.04,1.7041,0.2224,-0.5,0.1,574.0539,30.4823,30.4823,382
0.48,0.04,1.7041,0.2224,-0.3,0.1,585.9691,30.9404,30.9404,383
0.48,0.04,1.7041,0.2224,-0.1,0.1,565.642,29.5438,29.5438,384
0.48,0.04,1.7041,0.2224,0.1,0.1,515.3987,30.511,30.511,385
0.48,0.04,1.7041,0.2224,0.3,0.1,438.4438,28.3881,28.3881,386
0.48,0.04,1.7041,0.2224,0.5,0.1,546.6816,29.8231,29.8231,387
0.48,0.04,1.7041,0.2224,0.7,0.1,577.0214,30.8663,30.8663,388
0.48,0.04,1.7041,0.2224,0.9,0.1,641.8862,32.8876,32.8876,389
0.56,0.04,0.0625,0.0625,-0.9,0.1,1444.4729,47.3985,47.3985,400
0.56,0.04,0.0625,0.0625,-0.7,0.1,1243.5235,45.0022,45.0022,401
0.56,0.04,0.0625,0.0625,-0.5,0.1,1040.6974,42.3799,42.3799,402
0.56,0.04,0.0625,0.0625,-0.3,0.1,973.396,41.013,41.013,403
0.56,0.04,0.0625,0.0625,-0.1,0.1,966.1002,40.8246,40.8246,404
0.56,0.04,0.0625,0.0625,0.1,0.1,1027.6962,42.4344,42.4344,405
0.56,0.04,0.0625,0.0625,0.3,0.1,1060.6422,43.2561,43.2561,406
0.56,0.04,0.0625,0.0625,0.5,0.1,1043.7695,42.6422,42.6422,407
0.56,0.04,0.0625,0.0625,0.7,0.1,1221.3202,44.537,44.537,408
0.56,0.04,0.0625,0.0625,0.9,0.1,1411.8208,47.1954,47.1954,409
0.56,0.04,0.1875,0.0625,-0.9,0.1,3597.4032,76.4319,76.4319,410
0.56,0.04,0.1875,0.0625,-0.7,0.1,3253.0373,72.5983,72.5983,411
0.56,0.04,0.1875,0.0625,-0.3,0.1,2770.3809,69.2357,69.2357,413
0.56,0.04,0.1875,0.0625,-0.1,0.1,2406.9292,65.6382,65.6382,414
0.56,0.04,0.1875,0.0625,0.1,0.1,2516.1176,66.4866,66.4866,415
0.56,0.04,0.1875,0.0625,0.3,0.1,2746.2785,69.2168,69.2168,416
0.56,0.04,0.1875,0.0625,0.5,0.1,3082.4981,71.8582,71.8582,417
0.56,0.04,0.1875,0.0625,0.7,0.1,3340.4574,74.6781,74.6781,418
0.56,0.04,0.1875,0.0625,0.9,0.1,3878.8909,78.2022,78.2022,419
0.56,0.04,0.3125,0.0625,-0.9,0.1,5438.2297,92.3095,92.3095,420
0.56,0.04,0.3125,0.0625,-0.5,0.1,3999.6124,82.9618,82.9618,422
0.56,0.04,0.3125,0.0625,-0.3,0.1,3810.6187,81.5095,81.5095,423
0.56,0.04,0.3125,0.0625,-0.1,0.1,3582.9002,79.1004,79.1004,424
0.56,0.04,0.3125,0.0625,0.1,0.1,3522.7665,79.1126,79.1126,425
0.56,0.04,0.3125,0.0625,0.3,0.1,3757.1168,80.6058,80.6058,426
0.56,0.04,0.3125,0.0625,0.5,0.1,4121.6392,83.064,83.064,427
0.56,0.04,0.3125,0.0625,0.7,0.1,4417.718,85.6051,85.6051,428
0.56,0.04,0.3125,0.0625,0.9,0.1,5121.2824,90.9049,90.9049,429
0.56,0.04,0.4375,0.0625,-0.9,0.1,5563.7685,94.3906,94.3906,430
0.56,0.04,0.4375,0.0625,-0.7,0.1,4945.4959,89.1522,89.1522,431
0.56,0.04,0.4375,0.0625,-0.5,0.1,4505.9243,86.5273,86.5273,432
0.56,0.04,0.4375,0.0625,-0.3,0.1,3851.6615,81.2256,81.2256,433
0.56,0.04,0.4375,0.0625,-0.1,0.1,3594.865,79.2075,79.2075,434
0.56,0.04,0.4375,0.0625,0.1,0.1,3783.2836,80.791,80.791,435
0.56,0.04,0.4375,0.0625,0.3,0.1,3772.0634,80.8582,80.8582,436
0.56,0.04,0.4375,0.0625,0.7,0.1,4872.0413,89.6663,89.6663,438
0.56,0.04,0.4375,0.0625,0.9,0.1,5539.5823,93.8263,93.8263,439
0.56,0.04,0.5806,0.0806,-0.9,0.1,6453.9759,100.7466,100.7466,440
0.56,0.04,0.5806,0.0806,-0.7,0.1,5153.9173,92.6546,92.6546,441
0.56,0.04,0.5806,0.0806,-0.5,0.1,4732.6336,88.7912,88.7912,442
0.56,0.04,0.5806,0.0806,-0.3,0.1,4359.0081,86.1984,86.1984,443
0.56,0.04,0.5806,0.0806,-0.1,0.1,3829.2194,82.3381,82.3381,444
0.56,0.04,0.5806,0.0806,0.1,0.1,3949.0572,83.3327,83.3327,445
0.56,0.04,0.5806,0.0806,0.3,0.1,4403.061,86.2372,86.2372,446
0.56,0.04,0.5806,0.0806,0.5,0.1,4754.2473,89.2657,89.2657,447
0.56,0.04,0.5806,0.0806,0.7,0.1,5097.6807,91.9753,91.9753,448
0.56,0.04,0.5806,0.0806,0.9,0.1,6271.9738,99.9366,99.9366,449
0.56,0.04,0.765,0.1038,-0.9,0.1,5390.3084,91.4399,91.4399,450
0.56,0.04,0.765,0.1038,-0.7,0.1,4487.5462,86.0248,86.0248,451
0.56,0.04,0.765,0.1038,-0.5,0.1,3763.2409,79.7767,79.7767,452
0.56,0.04,0.765,0.1038,-0.3,0.1,3582.8592,77.3021,77.3021,453
0.56,0.04,0.765,0.1038,-0.1,0.1,3144.5831,74.6326,74.6326,454
0.56,0.04,0.765,0.1038,0.1,0.1,3433.3173,76.0808,76.0808,455
0.56,0.04,0.765,0.1038,0.3,0.1,3487.0351,77.1715,77.1715,456
0.56,0.04,0.765,0.1038,0.5,0.1,3869.3115,80.7596,80.7596,457
0.56,0.04,0.765,0.1038,0.7,0.1,4449.3732,84.5821,84.5821,458
0.56,0.04,0.765,0.1038,0.9,0.1,5392.6706,91.8428,91.8428,459
0.56,0.04,1.0027,0.1339,-0.9,0.1,2818.4169,66.1239,66.1239,460
0.56,0.04,1.0027,0.1339,-0.7,0.1,2479.8759,62.0833,62.0833,461
0.56,0.04,1.0027,0.1339,-0.5,0.1,2028.6465,58.4418,58.4418,462
0.56,0.04,1.0027,0.1339,-0.3,0.1,1695.9643,55.0525,55.0525,463
0.56,0.04,1.0027,0.1339,-0.1,0.1,1654.7829,53.8214,53.8214,464
0.56,0.04,1.0027,0.1339,0.1,0.1,1791.0109,55.4447,55.4447,465
0.56,0.04,1.0027,0.1339,0.3,0.1,1773.6783,56.0841,56.0841,466
0.56,0.04,1.0027,0.1339,0.5,0.1,1825.8199,56.4469,56.4469,467
0.56,0.04,1.0027,0.1339,0.7,0.1,2445.4391,62.7652,62.7652,468
0.56,0.04,1.0027,0.1339,0.9,0.1,2971.9738,68.1025,68.1025,469
0.56,0.04,1.3092,0.1725,-0.9,0.1,1160.1199,41.7486,41.7486,470
0.56,0.04,1.3092,0.1725,-0.7,0.1,814.5875,36.3842,36.3842,471
0.56,0.04,1.3092,0.1725,-0.5,0.1,707.049,35.2617,35.2617,472
0.56,0.04,1.3092,0.1725,-0.3,0.1,739.0542,35.9619,35.9619,473
0.56,0.04,1.3092,0.1725,-0.1,0.1,657.3587,33.6234,33.6234,474
0.56,0.04,1.3092,0.1725,0.3,0.1,752.634,35.6204,35.6204,476
0.56,0.04,1.3092,0.1725,0.5,0.1,715.0596,34.8998,34.8998,477
0.56,0.04,1.3092,0.1725,0.9,0.1,986.6341,39.9358,39.9358,479
0.56,0.04,1.7041,0.2224,-0.9,0.1,344.0916,22.4275,22.4275,480
0.56,0.04,1.7041,0.2224,-0.7,0.1,304.5547,22.4548,22.4548,481
0.56,0.04,1.7041,0.2224,-0.5,0.1,274.9666,20.7858,20.7858,482
0.56,0.04,1.7041,0.2224,-0.3,0.1,256.3423,20.316,20.316,483
0.56,0.04,1.7041,0.2224,0.1,0.1,251.7267,19.8726,19.8726,485
0.56,0.04,1.7041,0.2224,0.3,0.1,170.8568,18.4049,18.4049,486
0.56,0.04,1.7041,0.2224,0.5,0.1,240.7019,20.5444,20.5444,487
0.56,0.04,1.7041,0.2224,0.7,0.1,330.5981,22.5839,22.5839,488
0.56,0.04,1.7041,0.2224,0.9,0.1,316.9666,22.4628,22.4628,489
0.64,0.04,0.0625,0.0625,-0.9,0.1,908.8901,36.6012,36.6012,500
0.64,0.04,0.0625,0.0625,-0.7,0.1,749.7568,34.2462,34.2462,501
0.64,0.04,0.0625,0.0625,-0.5,0.1,617.1139,31.3897,31.3897,502
0.64,0.04,0.0625,0.0625,-0.3,0.1,485.0541,29.4569,29.4569,503
0.64,0.04,0.0625,0.0625,-0.1,0.1,539.3683,29.8434,29.8434,504
0.64,0.04,0.0625,0.0625,0.1,0.1,443.7926,27.5777,27.5777,505
0.64,0.04,0.0625,0.0625,0.3,0.1,502.1818,29.8839,29.8839,506
0.64,0.04,0.0625,0.0625,0.5,0.1,556.2543,31.3569,31.3569,507
0.64,0.04,0.0625,0.0625,0.7,0.1,628.3877,32.8847,32.8847,508
0.64,0.04,0.0625,0.0625,0.9,0.1,793.3214,34.9507,34.9507,509
0.64,0.04,0.1875,0.0625,-0.9,0.1,2476.1234,62.1889,62.1889,510
0.64,0.04,0.1875,0.0625,-0.7,0.1,1941.327,55.6841,55.6841,511
0.64,0.04,0.1875,0.0625,-0.5,0.1,1673.6955,52.1781,52.1781,512
0.64,0.04,0.1875,0.0625,-0.3,0.1,1374.7668,48.9013,48.9013,513
0.64,0.04,0.1875,0.0625,-0.1,0.1,1333.3233,49.0727,49.0727,514
0.64,0.04,0.1875,0.0625,0.1,0.1,1281.2382,48.0083,48.0083,515
0.64,0.04,0.1875,0.0625,0.3,0.1,1337.413,49.1506,49.1506,516
0.64,0.04,0.1875,0.0625,0.5,0.1,1688.1886,52.8261,52.8261,517
0.64,0.04,0.1875,0.0625,0.7,0.1,1828.6672,55.394,55.394,518
0.64,0.04,0.1875,0.0625,0.9,0.1,2411.3928,61.4677,61.4677,519
0.64,0.04,0.3125,0.0625,-0.9,0.1,3018.6393,68.5417,68.5417,520
0.64,0.04,0.3125,0.0625,-0.7,0.1,2367.7397,63.7812,63.7812,521
0.64,0.04,0.3125,0.0625,-0.5,0.1,2235.5633,61.2081,61.2081,522
0.64,0.04,0.3125,0.0625,-0.3,0.1,1741.1307,55.9586,55.9586,523
0.64,0.04,0.3125,0.0625,-0.1,0.1,1668.7786,54.4392,54.4392,524
0.64,0.04,0.3125,0.0625,0.1,0.1,1646.0866,54.5994,54.5994,525
0.64,0.04,0.3125,0.0625,0.3,0.1,1781.5476,55.601,55.601,526
0.64,0.04,0.3125,0.0625,0.5,0.1,2053.3338,59.2962,59.2962,527
0.64,0.04,0.3125,0.0625,0.7,0.1,2589.4005,64.3196,64.3196,528
0.64,0.04,0.3125,0.0625,0.9,0.1,3174.7146,70.6553,70.6553,529
0.64,0.04,0.4375,0.0625,-0.9,0.1,3440.1766,72.2474,72.2474,530
0.64,0.04,0.4375,0.0625,-0.7,0.1,2761.5172,65.9525,65.9525,531
0.64,0.04,0.4375,0.0625,-0.5,0.1,2299.9827,62.4166,62.4166,532
0.64,0.04,0.4375,0.0625,-0.3,0.1,1954.1385,58.2451,58.2451,533
0.64,0.04,0.4375,0.0625,-0.1,0.1,1697.6795,55.2033,55.2033,534
0.64,0.04,0.4375,0.0625,0.1,0.1,1718.3795,54.9837,54.9837,535
0.64,0.04,0.4375,0.0625,0.3,0.1,1754.4668,56.8636,56.8636,536
0.64,0.04,0.4375,0.0625,0.5,0.1,2077.9166,59.9334,59.9334,537
0.64,0.04,0.4375,0.0625,0.7,0.1,2688.7976,66.7809,66.7809,538
0.64,0.04,0.4375,0.0625,0.9,0.1,3276.5874,72.1383,72.1383,539
0.64,0.04,0.5806,0.0806,-0.9,0.1,3789.6217,75.8939,75.8939,540
0.64,0.04,0.5806,0.0806,-0.7,0.1,2839.7956,67.6911,67.6911,541
0.64,0.04,0.5806,0.0806,-0.5,0.1,2338.0008,62.7897,62.7897,542
0.64,0.04,0.5806,0.0806,-0.3,0.1,2129.3181,61.027,61.027,543
0.64,0.04,0.5806,0.0806,-0.1,0.1,1922.7736,57.5987,57.5987,544
0.64,0.04,0.5806,0.0806,0.1,0.1,1724.6525,57.0434,57.0434,545
0.64,0.04,0.5806,0.0806,0.3,0.1,2149.0852,60.5028,60.5028,546
0.64,0.04,0.5806,0.0806,0.5,0.1,2278.7176,62.1546,62.1546,547
0.64,0.04,0.5806,0.0806,0.7,0.1,2924.8501,68.7615,68.7615,548
0.64,0.04,0.5806,0.0806,0.9,0.1,3636.5394,75.5386,75.5386,549
0.64,0.04,0.765,0.1038,-0.9,0.1,3392.0899,71.2409,71.2409,550
0.64,0.04,0.765,0.1038,-0.7,0.1,2461.7695,62.6402,62.6402,551
0.64,0.04,0.765,0.1038,-0.5,0.1,2111.3205,59.1792,59.1792,552
0.64,0.04,0.765,0.1038,-0.3,0.1,1626.4421,53.1313,53.1313,553
0.64,0.04,0.765,0.1038,-0.1,0.1,1437.6711,51.804,51.804,554
0.64,0.04,0.765,0.1038,0.1,0.1,1636.4886,54.0979,54.0979,555
0.64,0.04,0.765,0.1038,0.3,0.1,1808.6091,56.1715,56.1715,556
0.64,0.04,0.765,0.1038,0.5,0.1,1904.5867,57.462,57.462,557
0.64,0.04,0.765,0.1038,0.7,0.1,2708.0855,64.3999,64.3999,558
0.64,0.04,0.765,0.1038,0.9,0.1,3040.5179,68.5701,68.5701,559
0.64,0.04,1.0027,0.1339,-0.9,0.1,1824.3063,52.0584,52.0584,560
0.64,0.04,1.0027,0.1339,-0.7,0.1,1169.1094,44.4693,44.4693,561
0.64,0.04,1.0027,0.1339,-0.5,0.1,962.1649,40.8501,40.8501,562
0.64,0.04,1.0027,0.1339,-0.3,0.1,874.5887,39.6297,39.6297,563
0.64,0.04,1.0027,0.1339,-0.1,0.1,893.3326,39.3362,39.3362,564
0.64,0.04,1.0027,0.1339,0.1,0.1,701.9423,37.3401,37.3401,565
0.64,0.04,1.0027,0.1339,0.3,0.1,861.8699,39.2449,39.2449,566
0.64,0.04,1.0027,0.1339,0.5,0.1,1147.5242,43.3674,43.3674,567
0.64,0.04,1.0027,0.1339,0.7,0.1,1338.0558,46.8292,46.8292,568
0.64,0.04,1.0027,0.1339,0.9,0.1,1653.6243,50.8048,50.8048,569
0.64,0.04,1.3092,0.1725,-0.9,0.1,619.0511,30.81,30.81,570
0.64,0.04,1.3092,0.1725,-0.7,0.1,469.6671,28.2305,28.2305,571
0.64,0.04,1.3092,0.1725,-0.5,0.1,453.8615,27.8905,27.8905,572
0.64,0.04,1.3092,0.1725,-0.3,0.1,352.1307,24.2806,24.2806,573
0.64,0.04,1.3092,0.1725,-0.1,0.1,363.2602,24.5917,24.5917,574
0.64,0.04,1.3092,0.1725,0.1,0.1,333.7857,25.1104,25.1104,575
0.64,0.04,1.3092,0.1725,0.3,0.1,390.7615,25.2304,25.2304,576
0.64,0.04,1.3092,0.1725,0.5,0.1,355.0716,25.2596,25.2596,577
0.64,0.04,1.3092,0.1725,0.7,0.1,464.1281,27.4458,27.4458,578
0.64,0.04,1.3092,0.1725,0.9,0.1,647.5253,31.2734,31.2734,579
0.64,0.04,1.7041,0.2224,-0.9,0.1,163.5467,15.9294,15.9294,580
0.64,0.04,1.7041,0.2224,-0.7,0.1,120.0209,14.5214,14.5214,581
0.64,0.04,1.7041,0.2224,-0.5,0.1,101.8718,12.3634,12.3634,582
0.64,0.04,1.7041,0.2224,-0.3,0.1,110.7418,13.4572,13.4572,583
0.64,0.04,1.7041,0.2224,-0.1,0.1,96.7033,13.0622,13.0622,584
0.64,0.04,1.7041,0.2224,0.1,0.1,77.3336,12.0708,12.0708,585
0.64,0.04,1.7041,0.2224,0.3,0.1,132.8386,15.1898,15.1898,586
0.64,0.04,1.7041,0.2224,0.5,0.1,112.2073,12.3577,12.3577,587
0.64,0.04,1.7041,0.2224,0.7,0.1,156.1131,16.6372,16.6372,588
0.64,0.04,1.7041,0.2224,0.9,0.1,158.2421,16.2532,16.2532,589
0.72,0.04,0.0625,0.0625,-0.9,0.1,483.4488,27.2313,27.2313,600
0.72,0.04,0.0625,0.0625,-0.7,0.1,435.6266,26.2443,26.2443,601
0.72,0.04,0.0625,0.0625,-0.5,0.1,326.2353,23.9954,23.9954,602
0.72,0.04,0.0625,0.0625,-0.3,0.1,264.8187,21.6643,21.6643,603
0.72,0.04,0.0625,0.0625,-0.1,0.1,302.7565,22.1974,22.1974,604
0.72,0.04,0.0625,0.0625,0.1,0.1,273.1223,21.5334,21.5334,605
0.72,0.04,0.0625,0.0625,0.3,0.1,262.7304,21.7992,21.7992,606
0.72,0.04,0.0625,0.0625,0.5,0.1,278.2988,21.9231,21.9231,607
0.72,0.04,0.0625,0.0625,0.7,0.1,408.463,25.5737,25.5737,608
0.72,0.04,0.0625,0.0625,0.9,0.1,538.5485,28.5827,28.5827,609
0.72,0.04,0.1875,0.0625,-0.9,0.1,1434.5136,47.1906,47.1906,610
0.72,0.04,0.1875,0.0625,-0.7,0.1,1072.4123,41.8263,41.8263,611
0.72,0.04,0.1875,0.0625,-0.5,0.1,872.9508,37.8326,37.8326,612
0.72,0.04,0.1875,0.0625,-0.3,0.1,682.9606,35.702,35.702,613
0.72,0.04,0.1875,0.0625,-0.1,0.1,658.7994,33.8085,33.8085,614
0.72,0.04,0.1875,0.0625,0.1,0.1,687.0136,34.8632,34.8632,615
0.72,0.04,0.1875,0.0625,0.3,0.1,686.3369,34.7563,34.7563,616
0.72,0.04,0.1875,0.0625,0.5,0.1,869.6458,38.1059,38.1059,617
0.72,0.04,0.1875,0.0625,0.7,0.1,982.0241,40.1643,40.1643,618
0.72,0.04,0.1875,0.0625,0.9,0.1,1502.8416,47.9005,47.9005,619
0.72,0.04,0.3125,0.0625,-0.9,0.1,1725.1232,51.0587,51.0587,620
0.72,0.04,0.3125,0.0625,-0.7,0.1,1403.3879,46.6153,46.6153,621
0.72,0.04,0.3125,0.0625,-0.5,0.1,1194.4527,44.2984,44.2984,622
0.72,0.04,0.3125,0.0625,-0.3,0.1,886.7541,40.358,40.358,623
0.72,0.04,0.3125,0.0625,-0.1,0.1,829.0454,38.9811,38.9811,624
0.72,0.04,0.3125,0.0625,0.1,0.1,873.6054,39.8965,39.8965,625
0.72,0.04,0.3125,0.0625,0.3,0.1,926.6615,40.6031,40.6031,626
0.72,0.04,0.3125,0.0625,0.5,0.1,1138.6297,43.4825,43.4825,627
0.72,0.04,0.3125,0.0625,0.7,0.1,1389.4805,47.1822,47.1822,628
0.72,0.04,0.3125,0.0625,0.9,0.1,2032.4568,54.3197,54.3197,629
0.72,0.04,0.4375,0.0625,-0.9,0.1,1890.6589,52.1236,52.1236,630
0.72,0.04,0.4375,0.0625,-0.7,0.1,1383.8942,47.5647,47.5647,631
0.72,0.04,0.4375,0.0625,-0.5,0.1,962.5119,41.0463,41.0463,632
0.72,0.04,0.4375,0.0625,-0.3,0.1,975.2502,40.4148,40.4148,633
0.72,0.04,0.4375,0.0625,-0.1,0.1,907.9281,40.1862,40.1862,634
0.72,0.04,0.4375,0.0625,0.1,0.1,729.585,37.464,37.464,635
0.72,0.04,0.4375,0.0625,0.3,0.1,976.736,42.2112,42.2112,636
0.72,0.04,0.4375,0.0625,0.5,0.1,1059.353,42.7381,42.7381,637
0.72,0.04,0.4375,0.0625,0.7,0.1,1265.5383,45.6426,45.6426,638
0.72,0.04,0.4375,0.0625,0.9,0.1,1823.0964,52.9487,52.9487,639
0.72,0.04,0.5806,0.0806,-0.9,0.1,1741.3641,52.1016,52.1016,640
0.72,0.04,0.5806,0.0806,-0.7,0.1,1543.3956,49.1361,49.1361,641
0.72,0.04,0.5806,0.0806,-0.5,0.1,1265.8504,44.9067,44.9067,642
0.72,0.04,0.5806,0.0806,-0.3,0.1,921.1626,41.1635,41.1635,643
0.72,0.04,0.5806,0.0806,-0.1,0.1,829.4699,38.7151,38.7151,644
0.72,0.04,0.5806,0.0806,0.1,0.1,853.4446,39.6322,39.6322,645
0.72,0.04,0.5806,0.0806,0.3,0.1,856.4862,39.8993,39.8993,646
0.72,0.04,0.5806,0.0806,0.5,0.1,1132.9689,43.4768,43.4768,647
0.72,0.04,0.5806,0.0806,0.7,0.1,1666.0354,50.8059,50.8059,648
0.72,0.04,0.5806,0.0806,0.9,0.1,2042.5161,54.6507,54.6507,649
0.72,0.04,0.765,0.1038,-0.9,0.1,1559.4331,48.1975,48.1975,650
0.72,0.04,0.765,0.1038,-0.7,0.1,1225.3029,44.1253,44.1253,651
0.72,0.04,0.765,0.1038,-0.5,0.1,931.7535,39.054,39.054,652
0.72,0.04,0.765,0.1038,-0.3,0.1,751.486,36.8183,36.8183,653
0.72,0.04,0.765,0.1038,-0.1,0.1,745.1234,35.882,35.882,654
0.72,0.04,0.765,0.1038,0.1,0.1,621.8305,34.2065,34.2065,655
0.72,0.04,0.765,0.1038,0.3,0.1,798.8119,37.3355,37.3355,656
0.72,0.04,0.765,0.1038,0.5,0.1,901.3244,39.168,39.168,657
0.72,0.04,0.765,0.1038,0.7,0.1,1257.9015,44.686,44.686,658
0.72,0.04,0.765,0.1038,0.9,0.1,1633.8408,49.1246,49.1246,659
0.72,0.04,1.0027,0.1339,-0.9,0.1,671.3064,32.8838,32.8838,660
0.72,0.04,1.0027,0.1339,-0.7,0.1,590.9616,30.5171,30.5171,661
0.72,0.04,1.0027,0.1339,-0.5,0.1,437.2711,27.749,27.749,662
0.72,0.04,1.0027,0.1339,-0.3,0.1,339.7746,25.0804,25.0804,663
0.72,0.04,1.0027,0.1339,-0.1,0.1,337.8516,25.8116,25.8116,664
0.72,0.04,1.0027,0.1339,0.1,0.1,395.6613,25.4737,25.4737,665
0.72,0.04,1.0027,0.1339,0.3,0.1,479.6248,27.9175,27.9175,666
0.72,0.04,1.0027,0.1339,0.5,0.1,407.7335,26.7272,26.7272,667
0.72,0.04,1.0027,0.1339,0.7,0.1,644.3028,32.515,32.515,668
0.72,0.04,1.0027,0.1339,0.9,0.1,754.9277,34.1466,34.1466,669
0.72,0.04,1.3092,0.1725,-0.9,0.1,288.0424,21.1685,21.1685,670
0.72,0.04,1.3092,0.1725,-0.7,0.1,241.4043,19.3886,19.3886,671
0.72,0.04,1.3092,0.1725,-0.5,0.1,176.2162,16.3974,16.3974,672
0.72,0.04,1.3092,0.1725,-0.3,0.1,189.5999,18.1409,18.1409,673
0.72,0.04,1.3092,0.1725,-0.1,0.1,167.4502,16.0957,16.0957,674
0.72,0.04,1.3092,0.1725,0.1,0.1,149.1243,16.8594,16.8594,675
0.72,0.04,1.3092,0.1725,0.3,0.1,156.2223,16.457,16.457,676
0.72,0.04,1.3092,0.1725,0.5,0.1,210.3169,17.9978,17.9978,677
0.72,0.04,1.3092,0.1725,0.7,0.1,173.8888,16.6245,16.6245,678
0.72,0.04,1.3092,0.1725,0.9,0.1,258.5509,20.3539,20.3539,679
0.8,0.04,0.0625,0.0625,-0.9,0.1,419.6189,24.9624,24.9624,700
0.8,0.04,0.0625,0.0625,-0.7,0.1,355.2559,23.7057,23.7057,701
0.8,0.04,0.0625,0.0625,-0.5,0.1,250.2291,19.9383,19.9383,702
0.8,0.04,0.0625,0.0625,-0.3,0.1,246.9583,19.5518,19.5518,703
0.8,0.04,0.0625,0.0625,-0.1,0.1,137.908,17.409,17.409,704
0.8,0.04,0.0625,0.0625,0.1,0.1,218.786,19.7128,19.7128,705
0.8,0.04,0.0625,0.0625,0.3,0.1,219.8441,18.6083,18.6083,706
0.8,0.04,0.0625,0.0625,0.5,0.1,259.8969,20.5466,20.5466,707
0.8,0.04,0.0625,0.0625,0.7,0.1,302.4716,22.1973,22.1973,708
0.8,0.04,0.0625,0.0625,0.9,0.1,497.9755,25.8001,25.8001,709
0.8,0.04,0.1875,0.0625,-0.9,0.1,847.972,35.7013,35.7013,710
0.8,0.04,0.1875,0.0625,-0.7,0.1,632.6069,32.3149,32.3149,711
0.8,0.04,0.1875,0.0625,-0.5,0.1,624.1052,31.9512,31.9512,712
0.8,0.04,0.1875,0.0625,-0.1,0.1,415.5028,27.2101,27.2101,714
0.8,0.04,0.1875,0.0625,0.1,0.1,408.0849,27.9539,27.9539,715
0.8,0.04,0.1875,0.0625,0.3,0.1,420.8149,27.0296,27.0296,716
0.8,0.04,0.1875,0.0625,0.5,0.1,558.097,30.5757,30.5757,717
0.8,0.04,0.1875,0.0625,0.7,0.1,709.5694,33.2664,33.2664,718
0.8,0.04,0.1875,0.0625,0.9,0.1,882.7018,36.6969,36.6969,719
0.8,0.04,0.3125,0.0625,-0.7,0.1,719.3079,33.9923,33.9923,721
0.8,0.04,0.3125,0.0625,-0.5,0.1,475.4081,29.6258,29.6258,722
0.8,0.04,0.3125,0.0625,-0.3,0.1,561.9775,30.1916,30.1916,723
0.8,0.04,0.3125,0.0625,-0.1,0.1,447.2126,28.4989,28.4989,724
0.8,0.04,0.3125,0.0625,0.1,0.1,518.949,30.1848,30.1848,725
0.8,0.04,0.3125,0.0625,0.3,0.1,475.2468,29.1554,29.1554,726
0.8,0.04,0.3125,0.0625,0.5,0.1,573.0145,32.0602,32.0602,727
0.8,0.04,0.3125,0.0625,0.7,0.1,712.4518,34.8635,34.8635,728
0.8,0.04,0.3125,0.0625,0.9,0.1,963.5891,38.2788,38.2788,729
0.8,0.04,0.4375,0.0625,-0.9,0.1,943.7181,37.2036,37.2036,730
0.8,0.04,0.4375,0.0625,-0.7,0.1,701.1685,33.2203,33.2203,731
0.8,0.04,0.4375,0.0625,-0.5,0.1,637.7768,31.5776,31.5776,732
0.8,0.04,0.4375,0.0625,-0.3,0.1,415.971,27.7437,27.7437,733
0.8,0.04,0.4375,0.0625,-0.1,0.1,415.9899,27.5088,27.5088,734
0.8,0.04,0.4375,0.0625,0.1,0.1,448.0113,28.0268,28.0268,735
0.8,0.04,0.4375,0.0625,0.3,0.1,472.3683,27.9201,27.9201,736
0.8,0.04,0.4375,0.0625,0.5,0.1,525.8296,29.6549,29.6549,737
0.8,0.04,0.4375,0.0625,0.7,0.1,749.3704,34.0949,34.0949,738
0.8,0.04,0.4375,0.0625,0.9,0.1,853.6035,35.6619,35.6619,739
0.8,0.04,0.5806,0.0806,-0.9,0.1,837.9142,35.5522,35.5522,740
0.8,0.04,0.5806,0.0806,-0.7,0.1,518.0757,30.247,30.247,741
0.8,0.04,0.5806,0.0806,-0.5,0.1,515.935,28.6835,28.6835,742
0.8,0.04,0.5806,0.0806,-0.3,0.1,420.5171,27.1874,27.1874,743
0.8,0.04,0.5806,0.0806,-0.1,0.1,402.4551,26.0416,26.0416,744
0.8,0.04,0.5806,0.0806,0.1,0.1,357.4277,25.4318,25.4318,745
0.8,0.04,0.5806,0.0806,0.3,0.1,370.4497,25.3151,25.3151,746
